post_shortcode,post_url,comment_id,comment_created_at,comment_datetime_utc,comment_like_count,comment_text,comment_hashtags,comment_mentions,author_hash
DXLrwcwiJh3,https://www.instagram.com/higo_houses/p/DXLrwcwiJh3/,18121466485617107,1776329951,2026-04-16T08:59:11+00:00,0,What a dream location!,,,adb2443e5398420a
DXLrwcwiJh3,https://www.instagram.com/higo_houses/p/DXLrwcwiJh3/,18404344240151756,1776338112,2026-04-16T11:15:12+00:00,0,Beautiful 😍,,,ee1fae3ae424b303
DXLrwcwiJh3,https://www.instagram.com/higo_houses/p/DXLrwcwiJh3/,18578016058048692,1776322383,2026-04-16T06:53:03+00:00,0,😍😍😍,,,077a8cc2d4249456
DVjuC6KCHYi,https://www.instagram.com/higo_houses/reel/DVjuC6KCHYi/,18072966863641638,1776441786,2026-04-17T16:03:06+00:00,0,"Tramuntana is such a magical place - and your Finca looks like one, too ✨",,,3520c599cca708a8
DUteAAJjYZ6,https://www.instagram.com/herzlicht_akademie_by_katie/reel/DUteAAJjYZ6/,18386759368157186,1771075350,2026-02-14T13:22:30+00:00,0,"Ernst gemeinte Frage: Woran merkt ein Mensch, der immer funktioniert, dass er sich selbst verloren hat? 

Nicht im Zusammenbruch, sondern in diesem leisen Moment, in dem alles weiterläuft und sich trotzdem nichts mehr richtig anfühlt. 

Mallorca ist für mich kein Ortswechsel und kein schönes Setting, sondern der Abstand, der wieder Verbindung zu Dir möglich macht. 

Wenn Du Dich darin wiederfindest, melde Dich direkt bei mir.",,,56c76c697e375645
DUteAAJjYZ6,https://www.instagram.com/herzlicht_akademie_by_katie/reel/DUteAAJjYZ6/,17932702218189040,1771012274,2026-02-13T19:51:14+00:00,1,"#zurückzudir
#mallorcaretreat2026
#persönlichkeitsentwicklung
#bewusstleben
#innerestärke
#nervensystemregulation
#achtsamkeit
#transformationsprozess
#auszeitfürdich
#retreatspanien
#mallorcalife
#klarheit
#vibesofkatie",zurückzudir;mallorcaretreat2026;persönlichkeitsentwicklung;bewusstleben;innerestärke;nervensystemregulation;achtsamkeit;transformationsprozess;auszeitfürdich;retreatspanien;mallorcalife;klarheit;vibesofkatie,,56c76c697e375645
DUteAAJjYZ6,https://www.instagram.com/herzlicht_akademie_by_katie/reel/DUteAAJjYZ6/,18051535964651180,1773968200,2026-03-20T00:56:40+00:00,0,"Wer den Seehund-Zirkus satt hat
und bereit ist, die eigene Frequenz wieder echt zu spüren:

𝐄𝐀𝐑𝐋𝐘 𝐁𝐈𝐑𝐃 𝐒𝐏𝐄𝐂𝐈𝐀𝐋:
Wer jetzt bucht, sichert sich seinen Platz zum Vorteilspreis.

👉 https://herzlicht-akademie.com/retreat-spanien-mallorca/

👉 Link in Bio@

Wir gehen vom 10. bis 15. Mai auf Mallorca in die radikale Tiefe.

𝐃𝐨𝐫𝐭𝐡𝐢𝐧, 𝐰𝐨 𝐤𝐞𝐢𝐧 𝐀𝐩𝐩𝐥𝐚𝐮𝐬 𝐦𝐞𝐡𝐫 𝐡𝐢𝐧𝐤𝐨𝐦𝐦𝐭 –
𝐬𝐨𝐧𝐝𝐞𝐫𝐧 𝐞𝐜𝐡𝐭𝐞 𝐊𝐫𝐚𝐟𝐭 𝐞𝐧𝐭𝐬𝐭𝐞𝐡𝐭.

𝐋𝐚𝐬𝐬 𝐮𝐧𝐬 𝐝𝐚𝐬 𝐁𝐞𝐜𝐤𝐞𝐧 𝐯𝐞𝐫𝐥𝐚𝐬𝐬𝐞𝐧.",,,56c76c697e375645
DUGuSStjk1H,https://www.instagram.com/higo_houses/p/DUGuSStjk1H/,18077373962613833,1769808685,2026-01-30T21:31:25+00:00,1,Beautiful 😍,,,a947b21addaab71b
DTn9wTWCEY0,https://www.instagram.com/higo_houses/reel/DTn9wTWCEY0/,18079473350339052,1768716503,2026-01-18T06:08:23+00:00,1,So excited to be here in June with my group ❤️,,,996b52918171270a
DTn9wTWCEY0,https://www.instagram.com/higo_houses/reel/DTn9wTWCEY0/,18070754312130677,1768694884,2026-01-18T00:08:04+00:00,0,Wow sendit @europe_explorers_,,europe_explorers_,79fd8193e4d955e8
DTWk6XuiDzP,https://www.instagram.com/higo_houses/p/DTWk6XuiDzP/,18077367845023916,1768425195,2026-01-14T21:13:15+00:00,0,😍,,,ac0e649d961693c5
DTFaJmbCDZX,https://www.instagram.com/higo_houses/reel/DTFaJmbCDZX/,18052156736418779,1767522023,2026-01-04T10:20:23+00:00,0,Wow sendit @europe_explorers__,,europe_explorers__,9c20b062521bf20d
DS0k2eJCAnb,https://www.instagram.com/higo_houses/p/DS0k2eJCAnb/,18099100715056558,1772985007,2026-03-08T15:50:07+00:00,2,So ein schöner Ort,,,cb51a49ef2f01679
DS0k2eJCAnb,https://www.instagram.com/higo_houses/p/DS0k2eJCAnb/,18086658119025103,1766961288,2025-12-28T22:34:48+00:00,3,Oh I love this!! Merry Xmas 🎄,,,3ec3f9bf55d716c0
DS0k2eJCAnb,https://www.instagram.com/higo_houses/p/DS0k2eJCAnb/,18111964543621194,1767407675,2026-01-03T02:34:35+00:00,2,So beautiful! Happy new and abundant year to you🙏,,,12b1ffe727793ecc
DS0k2eJCAnb,https://www.instagram.com/higo_houses/p/DS0k2eJCAnb/,18090418928159015,1772986561,2026-03-08T16:16:01+00:00,1,Beautiful retreat energy and connection. These moments make yoga retreats so special.,,,5c7b74ac721a8829
DS0k2eJCAnb,https://www.instagram.com/higo_houses/p/DS0k2eJCAnb/,18096354646920467,1766975032,2025-12-29T02:23:52+00:00,0,envíalo @espana.unidad😍,,espana.unidad,646f503ed3d0116a
DR7CZgRCFGP,https://www.instagram.com/higo_houses/reel/DR7CZgRCFGP/,17927515185173129,1765102181,2025-12-07T10:09:41+00:00,1,Wirklich wunderschön ❤️. Liebe Grüße aus Stuttgart,,,0d14f81386a12dae
DR7CZgRCFGP,https://www.instagram.com/higo_houses/reel/DR7CZgRCFGP/,18118703266482941,1765082307,2025-12-07T04:38:27+00:00,1,Wow,,,3ec3f9bf55d716c0
DR7CZgRCFGP,https://www.instagram.com/higo_houses/reel/DR7CZgRCFGP/,18083425705980794,1771019120,2026-02-13T21:45:20+00:00,1,💪👏,,,ad9e35b69131d392
DR7CZgRCFGP,https://www.instagram.com/higo_houses/reel/DR7CZgRCFGP/,17907596346144822,1766414618,2025-12-22T14:43:38+00:00,2,"hello 😊 I have sent you a request, please check your DM ❤️",,,47a23506e70551d8
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18106809292552696,1762963518,2025-11-12T16:05:18+00:00,1,Wie schön 🥹🥰🩷,,,08662e38a310b37d
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,17884294788404729,1762889280,2025-11-11T19:28:00+00:00,1,😍❤️,,,b7cd05b9d0b3fb58
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18077836975900387,1762897239,2025-11-11T21:40:39+00:00,0,🥹❤️,,,1e525d7240b74f5c
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18086544758076118,1762897721,2025-11-11T21:48:41+00:00,1,das klingt so so so schön! 😍🐚🌊🧘🏽‍♀️🧡,,,2b2fb980a2addef3
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18103205032638127,1762895749,2025-11-11T21:15:49+00:00,0,Ein träumchen 🤩☀️,,,ef7765cdc77d1c51
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18412368202187245,1762891200,2025-11-11T20:00:00+00:00,0,😍,,,2fed2a1ea65f88b7
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18158625889455403,1778928755,2026-05-16T10:52:35+00:00,1,Love this Karin! Hope to see you in Italy next 😍😍😍,,,a3c0535a199a0ab6
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,17900121486322355,1762891238,2025-11-11T20:00:38+00:00,1,👏❤️ wowi,,,2f7788ebcf38a08d
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,17861749626533172,1762891828,2025-11-11T20:10:28+00:00,0,Das klingt herrlich. Bin alleine vom zuschauen und lesen entspannt!,,,5f18ee7a58112164
DQ7S0MYCmZj,https://www.instagram.com/karin.purker/p/DQ7S0MYCmZj/,18375057883204511,1777045722,2026-04-24T15:48:42+00:00,0,"""The energy you create in spaces like this is exactly what women are starving for right now 🌿✨ Do you believe a woman can only truly reset when she fully steps out of her everyday environment?""",,,e7e2abebb5e63143
DP5m1IajG3x,https://www.instagram.com/stef.ha.yoga/p/DP5m1IajG3x/,17915567652070547,1760769597,2025-10-18T06:39:57+00:00,1,"Wir können es kaum erwarten, euch hier begrüßen zu dürfen 🥰🌞",,,2716b7a1cfba243e
DPmaOWuCFDM,https://www.instagram.com/higo_houses/p/DPmaOWuCFDM/,18057025382279051,1762957213,2025-11-12T14:20:13+00:00,0,MP 😍,,,3f82dde4c11bb216
DPmaOWuCFDM,https://www.instagram.com/higo_houses/p/DPmaOWuCFDM/,18078371303090298,1760063768,2025-10-10T02:36:08+00:00,2,Ohhhh so beautiful guys! We cannot wait to be with you again next year. Thank you so so much 🙏🏽♥️🥰,,,64e42cf74dd4376c
DPmaOWuCFDM,https://www.instagram.com/higo_houses/p/DPmaOWuCFDM/,18309306013216342,1760078570,2025-10-10T06:42:50+00:00,1,❤️❤️❤️,,,0d14f81386a12dae
DPRxo69iHzn,https://www.instagram.com/higo_houses/p/DPRxo69iHzn/,17938202208085755,1759385393,2025-10-02T06:09:53+00:00,1,sieht toll aus =,,,c52f3db11607a75b
DPM5kqPiDox,https://www.instagram.com/higo_houses/p/DPM5kqPiDox/,18424987855101315,1759226163,2025-09-30T09:56:03+00:00,2,Yummmmm,,,1ef20da960f7e553
DOyf_nWCOYV,https://www.instagram.com/higo_houses/p/DOyf_nWCOYV/,18113826697548497,1759489210,2025-10-03T11:00:10+00:00,1,😍 Mp,,,3f82dde4c11bb216
DOyf_nWCOYV,https://www.instagram.com/higo_houses/p/DOyf_nWCOYV/,18158699785378208,1758301301,2025-09-19T17:01:41+00:00,1,❤️Pretty!!!,,,1ef20da960f7e553
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18120527803497459,1758467229,2025-09-21T15:07:09+00:00,1,@petra.lumu das wäre doch eine wunderbare auszeit ❤️💫 wäre schön mit dir mal in ein Retreat zu gehen💫,,petra.lumu,fbe3e15406dae83e
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18322538845212499,1758530243,2025-09-22T08:37:23+00:00,0,@marisasprache das wäre so schön ❤️,,marisasprache,d1e391ffa683ef5c
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18428985115102365,1758226937,2025-09-18T20:22:17+00:00,1,@dorii.na_ gerade noch von urlaub gesprochen ❤️ das wäre perfekt 😍 - back to mallorca 🥰 yoga + mallorca = 😍😍😍,,dorii.na_,74707b64c8f20ae5
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,17870024622438298,1758264091,2025-09-19T06:41:31+00:00,1,@olivherzig haben wir uns verdient 😍,,olivherzig,8d24d04ebd6613c8
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18520975507054548,1758272334,2025-09-19T08:58:54+00:00,1,@piabordeaux am besten mit dir gemeinsam ❤️,,piabordeaux,679e7acf08cf4a00
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,17934192327094301,1758220766,2025-09-18T18:39:26+00:00,1,Wie cool! Mit @bttysqui um wieder positive Energie zu tanken und einfach im Moment sein ❤️❤️,,bttysqui,1cfac04d4719cd84
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18173099266359332,1758208415,2025-09-18T15:13:35+00:00,1,Oh ja ich möchte unbedingt dabei sein! Ich finde dich schon online ganz toll und würde mich so freuen dich kennen zu lernen! Außerdem liebe ich Yoga und Mallorca sowieso! Meine beste Freundin @frau_ziskar sollte auch mitkommen 😍,,frau_ziskar,30ba7f427641aae0
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,17860355145487615,1758224604,2025-09-18T19:43:24+00:00,1,@hannahlea.blaettler mit dir habe ich wieder zum Yoga gefunden. Wir sehn uns so selten und sind doch über unsere Herzen sehr verbunden - über die ganze Welt. Ein Girlstrip nach Mallorca  zu sich mir dir wäre all in one 😍 schön dass es dich gibt ✨️🫰,,hannahlea.blaettler,bef51aa4b2e35fc8
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18325718803229697,1758216184,2025-09-18T17:23:04+00:00,1,@mariechristin_e exactly what we need rn ♥️,,mariechristin_e,57d3266bb30dc976
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18101389960544613,1758221400,2025-09-18T18:50:00+00:00,1,@lena_kasess das wär das perfekte Retreat zum Abschalten & am Meer sein 😍🙌,,lena_kasess,d6e52b4c362e38d9
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18091442263773725,1758450987,2025-09-21T10:36:27+00:00,0,@mervijiii because we moms would deserve time for ourselves to recharge and be the best version to our kids 🥰🔥 das wär richtig toll!,,mervijiii,b62b45a245519c46
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,17937249336078300,1758437443,2025-09-21T06:50:43+00:00,1,@flowing.yoga.chrissy das wär was für uns,,flowing.yoga.chrissy,f17053c00500376d
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18095571454661579,1758258656,2025-09-19T05:10:56+00:00,1,"@alexandra.schifferl @_sunshineinmymind._ 😍😍😍
Weil wir uns eine Auszeit verdient haben und Mallorca so wunderschön ist!!!",,alexandra.schifferl;_sunshineinmymind._,27862bdd2e2a375f
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18066870938349716,1758435938,2025-09-21T06:25:38+00:00,1,"Das wäre perfekt um heuer noch eine wunderbare Auszeit zu genießen im Kreise von Frauen 😍 Kraft tanken, genießen und entspannen 🥰 - mit @travelling.with_kids ❤️",,travelling.with_kids,90eadc725b0e01b0
DOv3kIhCEY1,https://www.instagram.com/katharina_schueler/reel/DOv3kIhCEY1/,18041359232674885,1758219004,2025-09-18T18:10:04+00:00,1,"Gemeinsam mit @beatriz_maria_k würde ich diesen wunderschönen Ort sowas von genießen können. Einfach unter Frauen sein,  mal wieder durchatmen und daran erinnert zu werden, es in den Alltag einzubauen. 😊",,beatriz_maria_k,5ba37869d59a8035
DOOrYkXiBiI,https://www.instagram.com/higo_houses/p/DOOrYkXiBiI/,17940616599061112,1757110445,2025-09-05T22:14:05+00:00,1,Absolutely cannot wait to be here next weekend!!! ♥️♥️,,,64e42cf74dd4376c
DOOrYkXiBiI,https://www.instagram.com/higo_houses/p/DOOrYkXiBiI/,18068995403179527,1757094884,2025-09-05T17:54:44+00:00,0,Wow sendit @__europe.diaries,,__europe.diaries,877aae72b0cebd05
DOJdmBdCMPi,https://www.instagram.com/higo_houses/p/DOJdmBdCMPi/,17901874059258223,1756919967,2025-09-03T17:19:27+00:00,0,Wow sendit @europe.explorers__,,europe.explorers__,3bb6f92e76c6bdd6
DN5m5CbCFTd,https://www.instagram.com/higo_houses/reel/DN5m5CbCFTd/,18069220244147952,1756389592,2025-08-28T13:59:52+00:00,1,In love with this😍so wholesome,,,870a03e03384f3de
DNx8lgJ0CXv,https://www.instagram.com/higo_houses/p/DNx8lgJ0CXv/,17953782354004785,1756153233,2025-08-25T20:20:33+00:00,2,Wir freuen uns schon riesig auf die Zeit in eurer wunderbaren Finca 😍😍😍,,,7d428afcc2cccf48
DNx8lgJ0CXv,https://www.instagram.com/higo_houses/p/DNx8lgJ0CXv/,18047396471634256,1756172879,2025-08-26T01:47:59+00:00,2,Yey!! Sounds amazing xxx,,,3ec3f9bf55d716c0
DNx8lgJ0CXv,https://www.instagram.com/higo_houses/p/DNx8lgJ0CXv/,18007298687623119,1756208109,2025-08-26T11:35:09+00:00,2,Wie toll! Leider während der Schulzeit 🫣😎🦸‍♀️,,,253877ae315b6a97
DNYa-j4oxu4,https://www.instagram.com/higo_houses/p/DNYa-j4oxu4/,17882720934238809,1755276762,2025-08-15T16:52:42+00:00,1,Sieht Epic aus 🔥,,,add9d44565c2fe9a
DNLkCPPI9ZI,https://www.instagram.com/higo_houses/p/DNLkCPPI9ZI/,18524332252040483,1754848102,2025-08-10T17:48:22+00:00,2,"I’m so excited to co create absolute Magic with you guys! It’s going to be a stunningly beautiful, deep profound weekend of total reset, receiving and next level upgrades - in your gorgeous Finca & natural paradise 🥰🙏🏽🫶🏽♥️",,,64e42cf74dd4376c
DMqZH2jonQ_,https://www.instagram.com/chefmichelasaragoni/p/DMqZH2jonQ_/,18078174398497245,1754310594,2025-08-04T12:29:54+00:00,1,Felicidades 👏👏👏,,,3e4e11c88ccef525
DMgLpCWI3Hy,https://www.instagram.com/higo_houses/p/DMgLpCWI3Hy/,18366688393178067,1753420017,2025-07-25T05:06:57+00:00,1,😍😍😍,,,82e4d469504fd281
DMZ-OrMIVe4,https://www.instagram.com/higo_houses/reel/DMZ-OrMIVe4/,18058939496347545,1753264350,2025-07-23T09:52:30+00:00,1,😍😍😍,,,a947b21addaab71b
DMHzuwcIoo1,https://www.instagram.com/higo_houses/p/DMHzuwcIoo1/,17963461280948700,1753122494,2025-07-21T18:28:14+00:00,1,Espectacular. Con ganas de probar nuevos platos,,,3a46236f56754c83
DMHzuwcIoo1,https://www.instagram.com/higo_houses/p/DMHzuwcIoo1/,18036402731398598,1752577886,2025-07-15T11:11:26+00:00,2,Michela eres una chef buenisima ¡Me comería todo lo que presentas ahora mismo!,,,7e7ee7e81a1fa33e
DMHzuwcIoo1,https://www.instagram.com/higo_houses/p/DMHzuwcIoo1/,17963853071794507,1752573040,2025-07-15T09:50:40+00:00,1,Che spettacolo verrei di corsa 😋,,,bd822cdf0dd34f30
DMHzuwcIoo1,https://www.instagram.com/higo_houses/p/DMHzuwcIoo1/,18073914520790979,1752572729,2025-07-15T09:45:29+00:00,2,👏,,,f609c401bad71e61
DMHzuwcIoo1,https://www.instagram.com/higo_houses/p/DMHzuwcIoo1/,18084490354697125,1752571251,2025-07-15T09:20:51+00:00,0,Wow sendpic @europe_explorers_,,europe_explorers_,a695b0a5335433a9
DLVOhEDoqQ9,https://www.instagram.com/higo_houses/p/DLVOhEDoqQ9/,18077379902506781,1750922139,2025-06-26T07:15:39+00:00,1,😍,,,ac182bf33d038633
DLJwr0XoOyT,https://www.instagram.com/higo_houses/p/DLJwr0XoOyT/,18291012625249819,1756226105,2025-08-26T16:35:05+00:00,0,❤️,,,27b344f121002514
DJ__j6uofIR,https://www.instagram.com/higo_houses/p/DJ__j6uofIR/,17880890001201136,1748262683,2025-05-26T12:31:23+00:00,1,Nice!,,,bce4cfdd621e2adf
DJ__j6uofIR,https://www.instagram.com/higo_houses/p/DJ__j6uofIR/,18003913793779497,1748024155,2025-05-23T18:15:55+00:00,1,😍,,,93ff1657fa7f5097
DJMulCgIwJc,https://www.instagram.com/higo_houses/p/DJMulCgIwJc/,17957728175941266,1746574501,2025-05-06T23:35:01+00:00,0,Beautiful,,,450ac996b00a0b92
DItUyIMogYr,https://www.instagram.com/higo_houses/p/DItUyIMogYr/,18041547917432465,1745396700,2025-04-23T08:25:00+00:00,0,So beautiful 😍😍😍,,,d4be5d98a539cccf
DItUyIMogYr,https://www.instagram.com/higo_houses/p/DItUyIMogYr/,18004991102588269,1745245266,2025-04-21T14:21:06+00:00,0,"+2 
waiting 😍",,,df14d46d33150e98
DItUyIMogYr,https://www.instagram.com/higo_houses/p/DItUyIMogYr/,18494940991015679,1745241732,2025-04-21T13:22:12+00:00,0,SEND ME THIS POST,,,3a260201d6d37dac
DIeT8s_IluC,https://www.instagram.com/higo_houses/p/DIeT8s_IluC/,17977135811837348,1746601421,2025-05-07T07:03:41+00:00,0,Wow! 😍 Looks beautiful!,,,1e615d8e887dcc1e
